V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
3.77933497164186,3.77958340706816,5.30765402836324,3.61140169937106,4.0818966239534,7.69524932890683,3.8202333420121,3.64783969997656,3.48438208502943,6.76739912744719,7.10951784805025,9.42481373970059,7.02074993664495,7.78407616828099,6.54844324782617,3.81647243592889,8.0045097652386,6.64914862658118,7.83261525576867,8.12648931218149
4.80208685038473,3.43046303256061,6.11480582884693,3.4933333755636,4.20640930264173,9.37194793523208,3.47301041673661,3.86210584291329,2.15142091258176,7.25520294855443,7.80767546928822,10.8801963912527,7.65477772887626,9.07541543698139,8.51295892837503,3.5622903536889,9.54394204726747,7.1108932106568,9.03124771415887,9.66902672818728
4.823927624272,6.056019489761,3.36545657682162,5.9807922765518,5.26968539687938,1.5530235083929,6.0161691408737,5.61958243132575,7.35338871646121,2.40728965408673,1.77829831949676,1.59503518321979,1.95885564953112,0.688043189487403,2.58916985031882,5.92116791077782,1.15606928546693,2.54360129503766,0.550265318278372,1.16325638137085
2.74609021918987,4.15394084955781,1.46151001825684,4.03852105853002,3.36092624179013,1.95984820389768,4.11987262585156,3.64842577551539,5.43875268450421,1.54662408153792,1.31165272099172,3.38331145904259,1.37035598075829,1.59855014888492,1.7167584259004,4.01699811555159,2.0545090850371,1.57556582508808,1.60543807510597,2.17769945320744
4.75698974027803,6.34678027267568,3.76460509159463,6.19746587047399,5.57331800982292,0.639312718410176,6.31845965821109,5.78977276578667,7.58891591612835,3.64517377067172,3.12465495574871,2.07011238035257,3.28135608460893,1.64197938674638,1.09104375938823,6.21199520376063,1.03277072988152,3.72854666479,1.87412949312475,1.06137401725311
2.25606051037955,3.94831229264163,2.27736078748388,3.74402019744804,3.30586430556699,3.04078423287825,3.93509969312608,3.34478855015455,5.02843393756211,3.35973977766032,3.32473545475199,4.79468330832068,3.33986320318662,3.30711033902711,1.87711613516586,3.83060079187913,3.38377053691588,3.32324085004741,3.41679905189053,3.50064169410409
1.57002288277207,1.92729682914309,3.11378110481262,1.70126493562037,1.96283774785663,5.84592713402425,1.9529656129182,1.57599672507433,2.38260164019585,4.56074266689023,4.93290401452177,7.50159619966904,4.83338686988741,5.77229755630287,4.83944272338252,1.90465460919953,6.09606516865593,4.43929298667067,5.79001505291653,6.22150076014622
7.15961662566399,8.7585745006151,6.15399203111516,8.60850044696722,7.98431508655237,2.75960228111244,8.73021948436812,8.2003222197085,9.99804344018953,5.82070481409193,5.22633698757408,2.3792185109588,5.40340517618288,3.54113199732796,3.42157768652122,8.62377507858043,2.81921861736545,5.92783835844576,3.73149077782594,2.72853862653619
4.16015113718561,5.50302502060321,2.78417779637545,5.40584513041596,4.709025119118,1.07763176567926,5.46601923624871,5.0270411051358,6.79813718337837,2.1366671487045,1.5370351739778,1.99700238329577,1.71399095936939,0.187108378486917,1.85705186844633,5.36644906140224,0.871310066336901,2.25031391480719,0.256111070045796,0.962702643862581
3.8056113717959,5.00514940595034,2.32104525310056,4.93107997932526,4.21922163517808,1.7822549976872,4.96528214431979,4.57249947650352,6.30250130388086,1.4383405566461,0.820497392284086,2.57138946826594,1.00153527796079,0.869500206382964,2.31441365682542,4.8703348392164,1.59558972323716,1.56183758333252,0.70330265576066,1.68139348473224
6.54462962201191,7.95355038079379,5.23536624368626,7.84887850014698,7.15901238626857,2.07133521152927,7.91738833760483,7.46301469407939,9.24580679517953,4.47972118793045,3.84911170189759,0.499963842981671,4.03211260358636,2.27153751245714,3.27650174986982,7.81673563152451,1.79429400670569,4.61069442104673,2.36773340327833,1.66846988060917
5.65342045818325,7.02368864764841,4.30477265909759,6.92530262824189,6.22963386816899,1.38366917498404,6.98669985874025,6.54435230710306,8.3185940927344,3.53118781092044,2.90110918218619,0.476332155589971,3.08433428356915,1.33359705852255,2.64770745621566,6.88709868887219,0.994933287462031,3.66108973691501,1.4173431633165,0.882155584520105
4.76219510774223,6.18151869620121,3.46832538119582,6.07146178219469,5.38719242770253,0.619199369073486,6.1462969038081,5.68293134357833,7.47045722384217,2.8915846627123,2.28607758421384,1.372774587625,2.46509106276016,0.597784835036814,1.81826197677893,6.04457712753713,0.190590864419057,3.00601055457923,0.794637041988357,0.221437350056401
1.49326782783554,0.213912149783501,2.51151468089792,0.196060953592232,0.586980933493557,5.87225134660643,0.189109346255006,0.413340319887865,1.50263608041239,3.64881153982951,4.18640062340969,7.29255656660193,4.03684395635997,5.48279046166276,5.18204093585724,0.0822246285792706,5.99717024624949,3.50593276240386,5.42507645079772,6.12023286440149
4.84403702728693,6.25852291747542,3.54402304437327,6.14962990787989,5.46409540494537,0.672917866326197,6.22311764562595,5.76181902831606,7.54820372726679,2.94499385520124,2.33509933275332,1.28878894087006,2.5151743335602,0.646899162234729,1.89068827978067,6.12159706097396,0.230534581570752,3.06133481477071,0.830048444369371,0.21246680046539
